Gender,Hours Studied,Previous Scores,Extracurricular Activities,Tuition,Sleep Hours,Sample Question Papers Practiced,Performance Index
Male,3,75,No,Yes,5,3,58
Female,4,44,No,Yes,9,7,37
Male,3,72,Yes,Yes,6,7,58
Male,7,40,No,No,6,8,30
Female,9,92,Yes,No,9,5,93
Female,3,45,Yes,Yes,4,6,30
Female,6,76,Yes,No,8,6,67
Male,8,41,Yes,Yes,9,4,39
Female,6,96,Yes,No,6,6,87
Female,2,92,No,No,4,8,72
Female,7,98,Yes,Yes,4,3,94
Female,2,98,No,No,5,1,79
Female,2,44,Yes,No,4,7,25
Male,2,65,No,No,7,6,46
Male,1,80,No,No,6,5,51
Male,1,90,Yes,Yes,7,6,67
Male,7,92,No,Yes,4,2,87
Male,5,86,Yes,No,4,5,73
Female,3,52,Yes,No,7,9,36
Female,1,51,Yes,No,5,6,31
Female,6,44,No,Yes,4,6,37
Female,1,41,No,Yes,7,4,26
Female,9,98,No,No,7,2,99
Male,2,43,No,Yes,6,1,21
Male,1,98,Yes,No,5,6,77
Male,7,66,Yes,Yes,8,3,62
Female,6,89,No,Yes,7,1,85
Male,6,92,No,No,6,7,80
Male,5,49,Yes,No,8,1,37
Female,4,52,No,Yes,6,5,41
Female,4,83,Yes,Yes,6,3,74
Male,3,41,No,No,9,8,22
Female,8,65,No,Yes,5,4,61
Male,7,54,No,No,4,3,46
Female,9,85,Yes,No,5,7,86
Male,1,96,Yes,Yes,8,2,74
Female,7,49,No,No,9,8,46
Female,4,61,No,No,5,7,47
Female,7,79,No,Yes,4,7,77
Male,1,64,No,Yes,5,9,43
Female,5,54,No,Yes,5,4,48
Male,3,52,No,No,5,0,30
Male,5,47,No,Yes,7,9,39
Female,4,60,No,No,7,8,46
Male,2,60,Yes,Yes,5,1,37
Female,4,61,Yes,Yes,4,0,51
Female,3,85,Yes,No,4,5,66
Male,1,72,Yes,No,4,0,48
Female,8,84,No,No,4,9,82
Male,5,66,Yes,Yes,9,9,59
Female,4,79,Yes,Yes,9,9,73
Male,5,89,No,No,6,6,71
Male,4,61,Yes,No,5,6,47
Female,3,69,Yes,No,5,0,53
Male,5,48,Yes,No,6,9,34
Female,4,84,Yes,No,4,4,70
Male,1,74,Yes,No,8,2,52
Male,3,57,No,Yes,8,1,38
Female,8,81,No,No,6,4,78
Male,7,44,No,No,8,4,39
Female,2,66,Yes,No,7,1,44
Male,1,96,Yes,No,5,5,72
Male,3,45,Yes,No,8,6,28
Female,5,71,No,No,9,0,61
Female,1,47,Yes,No,9,2,23
Female,3,95,Yes,No,7,3,79
Male,3,78,Yes,Yes,5,1,61
Female,5,60,Yes,No,7,9,50
Male,3,57,No,Yes,5,4,42
Female,9,53,No,Yes,5,3,55
Female,1,54,Yes,Yes,8,1,36
Male,4,81,No,No,9,0,62
Female,4,65,No,Yes,6,7,53
Female,1,92,No,No,8,1,69
Female,2,83,Yes,No,4,3,62
Male,1,71,No,Yes,7,9,50
Female,6,78,No,Yes,4,4,70
Female,3,67,Yes,No,5,1,47
Male,7,78,No,Yes,8,9,75
Male,5,82,No,Yes,4,8,71
Male,9,71,No,Yes,4,1,71
Male,7,52,Yes,Yes,9,5,53
Male,4,54,Yes,Yes,4,6,38
Female,5,57,No,Yes,9,5,50
Female,5,78,Yes,No,9,3,69
Male,5,45,Yes,Yes,5,0,33
Male,9,94,Yes,Yes,9,1,100
Female,3,50,No,Yes,5,9,31
Male,6,71,No,Yes,9,9,65
Male,8,79,Yes,No,9,5,76
Male,9,59,No,Yes,5,7,61
Male,7,72,Yes,No,4,2,65
Female,3,79,Yes,No,7,6,60
Male,1,47,No,No,8,8,23
Male,4,90,Yes,Yes,8,3,76
Female,6,74,Yes,Yes,5,6,70
Male,3,44,Yes,No,4,6,24
Female,1,74,Yes,No,7,9,52
Male,6,86,No,Yes,6,8,83
Female,1,53,Yes,No,5,2,29
Male,9,60,No,No,6,0,56
Male,1,86,Yes,No,8,7,61
Female,6,63,No,No,8,3,49
Female,1,56,Yes,No,7,1,34
Female,7,57,Yes,Yes,7,4,53
Male,3,73,No,Yes,6,3,57
Female,6,51,No,No,8,0,49
Male,7,55,Yes,No,7,6,49
Male,1,43,Yes,No,7,3,19
Male,1,64,Yes,No,8,7,43
Female,5,73,Yes,No,8,8,67
Male,6,67,Yes,Yes,4,7,60
Male,9,85,No,No,9,0,84
Female,1,50,No,Yes,7,7,30
Female,4,52,Yes,No,6,4,39
Male,8,70,No,No,5,0,65
Female,9,64,No,Yes,5,8,67
Male,3,78,Yes,No,8,8,59
Male,2,49,No,No,9,6,29
Female,4,63,Yes,Yes,6,6,54
Male,2,40,No,No,4,0,13
Female,1,92,No,No,7,8,72
Female,3,64,No,No,4,0,47
Female,7,67,No,No,6,6,62
Female,1,75,No,No,4,8,56
Female,2,57,Yes,No,8,8,38
Female,1,45,No,Yes,5,4,22
Female,8,41,Yes,No,8,5,38
Female,5,42,No,No,7,1,29
Male,8,85,No,Yes,8,1,82
Male,3,47,No,No,6,9,30
Male,7,70,Yes,Yes,6,8,62
Female,8,87,No,No,7,0,83
Female,6,58,No,No,7,9,53
Female,7,89,Yes,Yes,5,4,87
Female,2,45,Yes,Yes,4,6,25
Male,8,53,Yes,No,5,9,48
Male,5,42,No,Yes,8,5,35
Female,7,87,No,No,4,5,81
Female,1,40,No,Yes,7,5,21
Female,5,83,No,Yes,6,7,75
Male,1,69,Yes,Yes,8,6,52
Female,8,85,Yes,Yes,5,4,85
Male,4,58,No,No,9,9,42
Female,4,93,Yes,Yes,9,1,85
Male,2,58,Yes,No,7,9,39
Female,5,48,Yes,No,4,5,36
Female,1,46,No,Yes,9,9,29
Male,9,85,Yes,No,4,4,84
Female,5,76,No,Yes,6,3,67
Male,6,89,No,No,7,9,82
Male,2,80,No,No,7,4,59
Male,1,92,Yes,No,8,8,70
Male,4,46,Yes,No,8,1,29
Female,7,48,Yes,No,4,5,42
Male,6,43,Yes,No,9,8,33
Female,1,64,No,No,9,9,43
Male,1,88,No,Yes,5,4,68
Male,8,51,No,Yes,4,5,45
Male,4,45,Yes,No,9,9,30
Female,5,57,Yes,No,8,3,45
Female,7,79,Yes,Yes,8,4,79
Male,8,60,No,Yes,8,7,62
Female,7,54,No,No,4,0,46
Female,2,42,Yes,No,7,0,18
Female,4,41,No,Yes,5,9,31
Male,1,95,No,No,5,3,69
Female,9,94,Yes,Yes,8,9,100
Male,3,80,Yes,Yes,6,2,65
Female,3,79,No,No,4,4,60
Female,9,98,Yes,No,9,9,99
Female,3,43,No,Yes,9,7,28
Female,8,71,Yes,No,7,0,73
Male,2,41,No,Yes,8,4,21
Female,3,85,Yes,No,6,4,68
Female,2,68,Yes,Yes,8,1,53
Male,1,41,Yes,Yes,6,4,19
Female,2,73,No,No,5,7,49
Female,8,66,No,No,6,9,62
Female,9,93,Yes,Yes,5,6,98
Female,2,78,No,Yes,5,1,58
Male,7,83,No,Yes,4,5,81
Male,5,77,Yes,No,6,9,62
Male,3,57,Yes,No,7,0,35
Male,9,75,Yes,No,7,9,73
Male,6,58,No,No,6,9,49
Male,1,66,Yes,No,4,2,38
Female,5,84,No,Yes,7,5,80
Female,7,59,No,Yes,8,8,61
Male,4,60,No,Yes,7,0,48
Female,8,62,Yes,Yes,4,5,59
Female,5,69,Yes,Yes,5,1,61
Male,9,64,No,No,5,8,57
Female,9,70,No,No,5,1,72
Male,9,66,Yes,Yes,4,2,67
Female,1,73,Yes,No,5,1,51
Male,2,47,Yes,No,5,3,23
Female,3,58,Yes,No,4,3,41
Female,4,80,Yes,Yes,8,9,72
Male,9,65,Yes,No,7,0,63
Male,6,67,Yes,Yes,4,7,61
Male,1,43,Yes,No,4,4,14
Male,9,70,Yes,Yes,6,7,72
Male,6,55,No,Yes,5,5,49
Female,4,90,Yes,No,9,1,77
Female,4,49,Yes,Yes,8,6,42
Female,3,77,No,Yes,9,9,62
Female,7,87,Yes,No,6,8,87
Male,3,49,Yes,No,8,6,28
Male,2,84,No,Yes,5,4,65
Male,8,48,Yes,No,9,3,45
Male,4,78,No,No,5,7,62
Male,8,75,No,Yes,5,5,71
Female,1,90,Yes,Yes,7,4,74
Male,5,97,No,No,8,6,83
Female,9,75,No,No,8,2,81
Male,1,58,No,No,6,8,31
Male,4,58,No,Yes,4,3,45
Male,6,51,Yes,No,5,3,37
Female,8,52,No,Yes,5,7,51
Female,3,64,No,Yes,9,5,45
Male,5,75,Yes,Yes,6,0,67
Male,7,64,No,Yes,8,1,60
Female,1,67,Yes,Yes,7,8,45
Female,7,81,No,No,8,5,74
Female,8,92,Yes,Yes,7,6,90
Female,8,78,No,No,7,8,76
Male,9,69,Yes,No,8,2,67
Female,6,44,No,No,9,4,39
Male,6,56,Yes,No,5,4,45
Female,2,57,Yes,Yes,7,9,46
Female,3,82,Yes,No,9,6,65
Female,4,86,Yes,Yes,6,1,75
Male,4,60,Yes,No,6,3,42
Male,8,61,No,No,7,3,55
Male,1,78,No,No,5,7,55
Male,4,89,Yes,No,7,9,76
Female,4,97,Yes,Yes,6,2,84
Female,1,96,No,Yes,6,1,76
Female,3,45,No,Yes,8,8,33
Female,5,89,Yes,No,5,3,81
Male,6,55,No,Yes,8,8,52
Female,9,41,Yes,Yes,9,5,47
Female,9,90,Yes,No,9,0,92
Female,9,40,Yes,No,9,2,42
Female,1,96,No,Yes,4,6,74
Male,9,69,Yes,No,9,8,68
Female,8,97,No,No,7,7,94
Female,2,82,No,Yes,8,4,69
Male,1,91,No,Yes,9,7,71
Female,1,76,No,No,5,1,52
Male,6,87,Yes,No,9,2,79
Male,9,62,Yes,Yes,7,7,65
Female,7,40,No,No,7,8,39
Female,5,58,Yes,No,7,9,49
Male,2,85,No,No,7,7,64
Male,1,42,Yes,Yes,7,3,23
Male,2,41,Yes,Yes,5,5,21
Female,1,95,Yes,Yes,4,4,74
Female,3,76,Yes,Yes,6,3,58
Male,6,56,Yes,Yes,4,8,49
Male,8,67,Yes,No,6,9,63
Male,3,57,No,Yes,8,2,44
Male,9,72,Yes,No,7,0,70
Female,5,54,Yes,No,8,6,42
Male,7,61,Yes,No,8,9,57
Female,8,80,No,Yes,6,7,81
Female,3,66,Yes,No,5,2,51
Female,2,94,Yes,No,7,2,76
Male,2,76,Yes,No,9,5,57
Female,5,71,No,No,8,1,61
Male,1,84,Yes,No,4,5,58
Female,2,58,No,Yes,7,4,42
Male,9,67,No,Yes,5,6,68
Female,7,67,Yes,No,7,8,67
Male,6,95,Yes,No,9,8,88
Male,9,49,No,Yes,9,0,49
Female,7,59,No,Yes,8,6,60
Female,5,64,Yes,Yes,4,2,53
Male,9,60,Yes,No,8,3,60
Female,6,53,No,Yes,5,1,44
Female,6,61,No,Yes,6,0,51
Male,4,92,No,No,9,9,81
Male,1,65,No,Yes,4,2,41
Female,5,83,Yes,No,9,9,71
Male,9,50,No,Yes,5,8,49
Male,8,94,Yes,Yes,5,0,91
Male,8,46,No,No,9,2,46
Male,5,56,No,No,8,4,38
Female,9,57,Yes,Yes,9,2,63
Male,3,46,Yes,Yes,8,3,29
Female,3,95,Yes,No,9,3,80
Female,1,59,Yes,No,8,0,35
Female,9,77,No,No,6,5,80
Male,6,50,Yes,Yes,7,6,44
Male,2,83,Yes,No,7,6,61
Male,8,97,Yes,Yes,8,5,99
Male,9,55,No,No,8,6,57
Female,9,90,No,Yes,6,2,96
Female,2,94,Yes,Yes,7,4,84
Female,2,66,No,No,6,6,49
Male,7,90,No,Yes,5,9,86
Male,4,50,Yes,Yes,9,4,37
Female,1,55,No,Yes,7,9,38
Male,8,62,Yes,No,8,1,56
Male,2,98,Yes,No,4,5,79
Male,3,51,Yes,No,5,6,31
Female,5,98,No,No,9,1,89
Male,3,79,Yes,Yes,4,9,61
Female,7,42,No,No,6,7,36
Female,7,41,No,No,9,4,34
Female,2,77,No,No,6,7,61
Female,7,87,No,Yes,6,2,84
Male,6,91,Yes,Yes,8,1,84
Male,9,63,Yes,Yes,6,6,62
Male,9,68,No,Yes,4,4,64
Male,2,86,Yes,Yes,5,4,65
Female,7,85,No,No,8,7,80
Male,5,73,No,Yes,5,8,61
Male,6,59,Yes,No,6,7,47
Male,1,57,No,Yes,7,9,38
Female,7,53,Yes,No,9,1,48
Female,6,57,No,Yes,8,9,55
Male,4,41,No,Yes,6,6,26
Female,1,40,No,Yes,8,4,21
Female,9,59,No,Yes,7,6,64
Female,4,73,Yes,Yes,4,2,60
Female,2,80,No,No,4,3,62
Male,8,80,No,Yes,9,6,80
Male,2,87,Yes,No,4,1,62
Female,5,50,No,Yes,7,1,40
Female,6,66,No,Yes,5,0,59
Female,8,62,No,No,7,0,58
Female,1,77,No,No,7,0,49
Female,1,83,No,No,6,5,58
Male,4,42,No,No,4,4,25
Female,5,51,Yes,Yes,8,9,44
Male,9,69,No,Yes,9,7,72
Female,7,70,Yes,No,5,4,65
Female,7,62,No,No,8,0,56
Female,8,40,Yes,No,6,7,36
Male,5,80,Yes,Yes,6,5,69
Female,5,59,Yes,Yes,5,7,52
Male,1,93,Yes,Yes,8,1,70
Female,9,45,No,No,5,9,46
Male,6,50,No,No,5,7,42
Male,9,74,No,No,4,5,66
Male,3,43,Yes,Yes,8,0,28
Male,5,68,Yes,Yes,4,0,56
Female,2,98,Yes,No,4,9,80
Male,5,49,Yes,No,9,4,36
Male,8,90,Yes,Yes,4,6,91
Female,2,68,Yes,Yes,7,3,52
Female,8,77,Yes,Yes,6,9,79
Male,4,40,No,No,6,4,24
Female,1,79,Yes,No,7,9,59
Male,5,47,No,No,5,2,32
Female,1,96,No,Yes,8,1,78
Female,7,77,Yes,Yes,8,1,75
Female,8,56,Yes,Yes,8,4,57
Female,3,58,Yes,Yes,4,3,46
Female,3,72,Yes,No,8,1,53
Male,7,54,No,No,8,4,45
Male,4,84,Yes,No,8,9,67
Male,3,70,No,Yes,6,8,51
Female,8,60,Yes,Yes,7,7,60
Female,3,42,No,No,9,8,26
Female,7,41,No,No,5,8,36
Male,2,74,No,No,7,7,54
Male,1,80,No,No,8,8,58
Female,6,98,No,No,5,3,88
Female,8,55,Yes,No,5,7,57
Male,1,95,Yes,No,7,1,71
Female,9,84,Yes,Yes,7,8,92
Male,3,90,No,No,7,8,71
Male,3,98,Yes,No,9,2,79
Male,4,89,No,Yes,7,5,77
Female,1,60,No,No,9,6,36
Female,9,51,Yes,No,4,2,47
Female,3,67,No,No,6,4,53
Male,4,51,Yes,Yes,9,0,39
Female,1,72,No,No,6,2,48
Female,4,59,Yes,Yes,8,7,53
Female,1,79,No,No,4,2,54
Female,5,88,Yes,No,5,7,83
Male,5,60,Yes,No,7,8,48
Male,7,91,No,Yes,8,5,86
Male,8,93,No,No,5,6,90
Male,4,78,No,No,6,5,60
Female,7,80,Yes,No,5,7,76
Male,4,88,Yes,No,7,6,78
Female,3,98,No,No,7,9,82
Female,6,81,Yes,No,9,0,74
Female,4,75,Yes,Yes,9,2,66
Male,3,61,No,Yes,6,2,47
Female,9,65,Yes,No,7,2,65
Male,5,46,Yes,No,4,3,35
Male,7,46,Yes,No,8,0,38
Female,6,47,No,No,6,1,39
Female,5,65,Yes,Yes,6,4,56
Male,7,63,No,No,5,5,55
Female,6,63,Yes,Yes,6,8,60
Male,2,79,Yes,No,8,1,58
Female,3,87,Yes,Yes,4,8,72
Male,2,51,Yes,Yes,5,6,31
Male,3,86,Yes,No,8,8,71
Female,1,47,No,No,9,3,24
Female,8,93,Yes,No,6,6,96
Female,6,48,Yes,Yes,7,0,43
Female,2,42,Yes,Yes,9,7,28
Male,8,93,Yes,No,7,6,90
Female,6,60,No,Yes,8,6,56
Male,7,70,Yes,No,4,1,65
Male,1,87,Yes,No,7,9,64
Male,7,86,Yes,No,8,8,82
Female,3,63,Yes,No,5,7,49
Female,8,43,No,Yes,6,0,46
Male,6,59,No,Yes,4,0,50
Male,4,55,Yes,Yes,4,4,38
Female,8,49,Yes,No,5,1,43
Female,9,82,Yes,No,4,0,82
Female,2,65,Yes,No,8,9,49
Male,6,68,Yes,No,4,7,58
Male,5,44,No,No,4,3,28
Female,5,50,No,No,4,1,37
Male,3,68,Yes,No,8,4,50
Female,8,84,Yes,No,9,5,84
Male,8,54,Yes,Yes,6,7,54
Male,5,45,No,Yes,7,6,35
Male,8,87,Yes,Yes,9,6,86
Male,8,54,Yes,Yes,4,0,50
Female,3,82,No,Yes,5,2,65
Male,2,59,No,Yes,5,2,34
Male,9,73,Yes,Yes,8,6,76
Male,2,41,Yes,Yes,6,1,22
Female,9,83,Yes,Yes,4,9,85
Female,4,55,Yes,No,8,6,44
Female,2,58,No,Yes,7,8,43
Female,1,73,No,No,6,0,48
Female,4,88,Yes,Yes,6,1,77
Female,9,53,No,Yes,8,5,54
Male,9,63,Yes,No,9,1,63
Male,4,67,No,No,5,1,45
Female,9,87,Yes,No,9,4,89
Female,6,71,Yes,Yes,6,6,69
Male,1,76,No,Yes,5,3,53
Female,6,49,No,Yes,6,5,42
Male,9,88,No,Yes,6,2,86
Male,2,84,No,No,6,3,66
Female,6,87,No,No,7,3,76
Male,2,48,Yes,Yes,5,3,31
Male,4,63,Yes,No,7,0,46
Female,8,75,No,No,5,3,72
Male,7,95,Yes,Yes,7,3,91
Male,9,68,Yes,Yes,7,5,67
Male,7,68,Yes,Yes,7,8,63
Male,1,97,Yes,Yes,8,9,81
Male,2,87,No,No,7,5,61
Male,6,62,Yes,No,9,5,53
Male,7,66,Yes,No,9,6,64
Male,3,70,Yes,No,6,6,53
Female,9,82,Yes,No,4,0,82
Male,7,46,No,Yes,7,7,43
Female,6,88,Yes,Yes,4,0,82
Female,6,93,Yes,Yes,4,8,88
Female,1,84,Yes,No,6,3,65
Female,5,43,No,Yes,4,8,32
Female,3,53,No,No,4,7,36
Female,7,81,Yes,No,9,8,77
Male,3,81,Yes,Yes,4,5,63
Female,5,49,No,Yes,5,8,43
Female,7,98,Yes,Yes,7,3,96
Male,3,83,No,Yes,7,2,66
Male,2,73,Yes,Yes,4,2,57
Female,6,65,Yes,Yes,6,7,59
Male,8,62,No,Yes,5,1,63
Male,4,48,Yes,Yes,6,5,35
Female,9,76,Yes,Yes,6,8,83
Male,8,47,Yes,No,4,8,40
Male,7,92,No,No,8,7,88
Male,7,53,No,No,4,7,46
Female,3,46,Yes,Yes,9,0,32
Female,6,46,Yes,No,8,6,38
Female,5,48,Yes,Yes,5,0,36
Female,1,42,Yes,Yes,8,8,22
Female,3,53,No,No,4,2,36
Female,1,56,No,No,4,0,31
Male,4,89,No,No,6,7,71
Female,3,83,Yes,No,4,6,67
Female,4,61,Yes,No,9,1,51
Female,9,85,No,Yes,4,6,90
Female,3,65,Yes,No,7,4,51
Male,6,97,Yes,Yes,7,6,87
Male,6,67,No,No,6,9,58
Female,7,84,Yes,No,8,6,77
Female,9,53,No,No,8,1,51
Female,7,48,Yes,No,7,1,45
Male,1,90,Yes,Yes,9,6,72
Female,8,65,Yes,No,5,2,65
Female,5,41,Yes,Yes,9,3,34
Female,9,50,Yes,Yes,7,6,57
Female,5,56,No,No,9,1,46
Female,5,73,No,Yes,5,1,62
Male,2,58,Yes,No,8,8,40
Female,3,78,Yes,Yes,7,0,65
Male,9,57,No,No,4,2,54
Male,7,52,No,No,5,9,46
Female,1,44,Yes,No,5,3,26
Male,3,89,No,No,5,4,69
Female,2,62,No,No,8,2,44
Male,1,97,No,Yes,9,8,77
Female,9,95,Yes,No,6,4,95
Female,8,63,No,No,4,6,59
Male,5,68,No,Yes,7,6,60
Female,2,87,No,Yes,9,8,74
Female,1,86,No,No,5,1,60
Male,7,47,Yes,Yes,8,2,42
Male,2,65,No,Yes,5,3,49
Male,1,54,No,Yes,9,7,30
Male,2,96,No,Yes,7,0,74
Female,7,40,Yes,No,4,8,37
Female,7,67,Yes,No,5,4,61
Male,6,88,Yes,No,8,3,75
Male,5,86,No,Yes,8,7,77
Female,3,85,No,No,6,8,68
Male,3,53,No,No,8,2,32
Male,9,81,Yes,No,6,3,84
Male,4,73,No,No,4,0,51
Male,9,98,No,No,7,2,95
Female,4,70,Yes,Yes,6,9,61
Female,2,45,No,No,5,4,21
Male,4,88,No,Yes,9,7,79
Male,6,44,Yes,No,5,0,30
Male,6,70,Yes,Yes,7,0,60
Male,5,76,Yes,No,8,2,65
Female,1,54,Yes,Yes,9,8,38
Female,3,54,Yes,Yes,5,8,41
Male,5,91,No,Yes,9,0,79
Female,6,82,Yes,No,6,3,73
Female,1,44,No,Yes,7,7,25
Male,9,67,No,Yes,5,1,65
Male,3,72,Yes,No,8,3,57
Male,3,50,Yes,No,9,6,36
Female,2,82,No,No,8,6,61
Female,8,45,No,Yes,9,4,50
Female,3,62,No,Yes,5,6,47
Male,6,79,Yes,Yes,7,5,70
Male,2,41,No,Yes,4,1,21
Female,7,54,Yes,No,5,8,48
Female,4,62,No,No,8,4,50
Female,9,61,No,No,4,1,61
Male,9,48,No,Yes,7,5,50
Female,7,86,Yes,Yes,8,9,85
Female,8,79,Yes,Yes,7,4,84
Female,3,69,No,Yes,9,1,55
Male,5,55,No,No,5,9,43
Female,2,98,No,No,7,9,82
Female,7,85,Yes,Yes,8,6,86
Female,8,86,Yes,Yes,5,9,89
Female,9,91,Yes,No,8,1,91
Male,7,69,Yes,Yes,8,6,65
Female,8,84,Yes,No,4,5,79
Female,9,48,No,No,6,3,50
Male,6,40,No,Yes,7,3,31
Male,2,98,No,Yes,7,5,79
Female,2,77,Yes,No,4,8,57
Female,4,47,No,Yes,9,9,37
Male,9,98,Yes,No,7,5,97
Male,7,98,Yes,Yes,4,5,93
Male,2,91,No,No,7,0,69
Male,8,57,No,No,7,4,52
Male,7,66,Yes,Yes,8,0,59
Female,9,57,Yes,No,4,8,59
Female,8,71,No,Yes,9,9,74
Male,3,97,Yes,Yes,7,3,84
Male,1,88,Yes,No,9,1,65
Male,2,71,Yes,No,6,8,51
Male,2,92,No,No,4,5,67
Male,4,87,Yes,Yes,4,9,73
Male,6,84,Yes,No,4,2,74
Female,4,93,Yes,No,8,1,79
Female,9,75,Yes,No,4,5,78
Female,4,75,Yes,No,8,9,67
Male,6,60,Yes,No,6,5,50
Female,6,85,Yes,No,5,8,78
Male,1,71,No,No,8,4,51
Male,8,70,No,No,7,8,61
Male,3,76,No,No,4,4,56
Female,6,55,Yes,Yes,5,1,51
Female,3,85,No,No,8,0,65
Female,2,85,No,No,9,8,66
Male,5,53,Yes,Yes,9,9,47
Male,1,96,No,No,7,6,72
Female,9,63,Yes,Yes,5,2,67
Female,7,64,Yes,No,6,5,55
Male,3,85,Yes,No,8,9,65
Female,4,90,No,Yes,9,3,80
Female,6,74,Yes,No,9,8,71
Female,3,56,No,Yes,8,1,44
Female,7,85,Yes,No,9,3,80
Female,6,81,Yes,Yes,6,0,74
Male,9,84,No,No,9,6,85
Female,5,93,Yes,No,8,3,84
Female,4,43,No,Yes,4,4,31
Female,3,50,Yes,No,9,0,33
Male,1,86,Yes,No,8,1,61
Female,3,54,Yes,No,4,3,36
Female,3,69,Yes,No,9,1,52
Female,7,63,Yes,No,9,0,57
Male,7,41,Yes,No,8,9,31
Male,1,82,Yes,No,7,0,56
Male,3,73,Yes,No,7,5,52
Male,8,62,No,Yes,5,1,57
Male,9,70,No,Yes,7,2,70
Male,7,76,No,Yes,6,4,73
Male,7,52,Yes,Yes,5,2,46
Male,8,72,No,No,7,5,68
Female,6,46,No,Yes,4,6,39
Male,3,71,Yes,No,8,9,54
Female,1,46,No,Yes,7,5,26
Male,7,81,Yes,No,4,1,68
Male,1,77,No,Yes,5,8,55
Male,1,91,No,Yes,8,1,69
Male,9,83,No,No,7,5,82
Female,7,52,No,No,5,8,45
Male,4,63,No,No,7,8,47
Male,6,67,Yes,No,5,1,57
Male,1,71,No,Yes,7,8,49
Male,7,82,Yes,Yes,4,7,76
Male,6,57,No,No,6,6,49
Female,4,73,Yes,No,4,7,57
Female,7,87,No,No,8,9,80
Female,3,73,No,Yes,7,7,62
Female,1,90,No,Yes,6,0,67
Male,4,77,No,Yes,6,8,64
Male,3,40,No,No,8,5,22
Male,1,82,Yes,No,8,0,60
Female,2,89,No,No,6,0,70
Female,5,81,No,No,8,6,69
Female,8,70,Yes,No,8,9,73
Female,1,89,No,Yes,7,1,69
Male,4,40,No,No,4,5,20
Male,4,90,No,No,9,4,77
Female,5,55,No,No,5,4,41
Male,7,97,No,No,6,9,91
Male,8,78,Yes,Yes,5,5,76
Female,6,54,No,No,6,7,45
Male,1,72,Yes,No,6,4,53
Male,7,62,No,No,4,7,54
Male,3,92,No,No,6,4,68
Male,6,80,Yes,No,6,9,68
Female,8,73,No,No,4,5,70
Male,7,56,No,No,8,7,46
Female,6,64,Yes,No,9,1,56
Male,9,95,No,No,5,6,95
Male,9,81,No,No,6,2,78
Female,1,45,Yes,Yes,4,8,27
Female,1,70,Yes,Yes,6,9,55
Male,1,44,No,No,4,6,19
Male,8,79,No,Yes,5,2,74
Male,7,79,No,Yes,7,7,77
Female,3,69,Yes,No,8,9,56
Male,2,44,Yes,Yes,7,1,25
Female,4,51,No,Yes,4,9,38
Female,3,46,No,Yes,6,7,32
Female,7,84,No,Yes,8,6,83
Male,8,52,Yes,Yes,5,4,47
Male,6,88,Yes,No,9,3,81
Female,3,43,Yes,Yes,8,9,30
Male,6,89,No,No,6,9,79
Male,2,81,No,No,7,0,59
Male,7,42,No,Yes,4,3,36
Male,7,51,Yes,No,7,5,44
Male,4,40,No,No,8,5,22
Female,8,66,Yes,No,9,1,68
Male,4,82,No,No,6,8,69
Female,7,89,Yes,Yes,4,0,88
Male,4,52,No,No,6,3,35
Male,5,56,No,Yes,6,3,46
Male,7,47,Yes,Yes,9,1,41
Male,3,71,No,No,8,7,53
Female,5,59,Yes,Yes,7,1,47
Female,3,90,No,No,6,1,72
Male,5,56,No,Yes,6,1,46
Female,3,73,No,No,6,0,57
Female,7,74,Yes,No,4,4,66
Male,1,74,No,Yes,6,3,50
Female,9,77,Yes,Yes,6,1,81
Female,9,81,No,No,8,0,78
Male,5,63,No,Yes,6,0,54
Male,9,93,Yes,Yes,9,1,94
Male,6,57,No,No,9,0,46
Male,5,89,No,Yes,6,8,81
Female,3,85,Yes,Yes,9,1,72
Male,8,87,Yes,No,8,2,83
Male,4,78,No,Yes,4,8,65
Female,3,72,Yes,No,9,4,56
Male,6,88,Yes,No,9,7,81
Female,8,62,No,Yes,7,6,63
Male,9,64,Yes,No,8,5,61
Male,6,76,Yes,No,9,1,69
Female,5,66,No,No,4,3,53
Male,2,40,Yes,No,7,8,20
Female,2,60,Yes,No,6,6,39
Female,9,98,No,No,8,2,95
Female,2,88,No,Yes,9,5,75
Male,2,49,Yes,No,6,7,27
Male,3,70,No,No,8,7,52
Male,3,83,Yes,Yes,7,7,69
Male,4,64,Yes,Yes,9,7,57
Female,7,59,Yes,Yes,4,9,58
Male,9,96,Yes,No,8,5,97
Female,2,41,No,Yes,4,9,22
Female,4,94,No,No,6,2,80
Male,9,87,Yes,No,6,8,86
Male,2,54,No,Yes,7,2,36
Male,1,67,Yes,No,7,3,42
Female,8,52,Yes,No,5,9,49
Male,9,89,No,Yes,5,0,90
Female,7,91,No,Yes,7,1,92
Female,8,93,Yes,Yes,9,5,91
Male,4,53,No,No,6,0,37
Female,4,89,Yes,No,4,8,75
Female,2,41,No,No,7,7,23
Female,8,73,No,No,9,1,71
Female,2,74,Yes,Yes,4,1,56
Female,9,76,No,No,5,7,77
Male,4,64,No,Yes,4,7,47
Male,1,87,Yes,Yes,7,0,63
Male,4,93,Yes,Yes,6,4,80
Female,3,54,Yes,No,7,1,37
Male,6,51,Yes,Yes,8,0,46
Male,7,48,Yes,Yes,9,2,46
Female,8,97,Yes,No,9,2,96
Male,2,70,No,No,9,9,48
